Pair.Name	Ligand.ApprovedSymbol	Ligand.Name	Receptor.ApprovedSymbol	Receptor.Name	DLRP	HPMR	IUPHAR	HPRD	STRING.binding	STRING.experiment	HPMR.Ligand	HPMR.Receptor	PMID.Manual	Pair.Source	Pair.Evidence
BMP15_BMPR1A	BMP15	bone morphogenetic protein 15	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP						BMP15	BMPR1A	2419820	known	literature supported
BMP15_BMPR1B	BMP15	bone morphogenetic protein 15	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR		HPRD	STRING.binding		BMP15	BMPR1B		known	literature supported
BMP15_BMPR2	BMP15	bone morphogenetic protein 15	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	HPMR			STRING.binding		BMP15	BMPR2		known	literature supported
BMP2_ACVR1	BMP2	bone morphogenetic protein 2	ACVR1	activin A receptor, type I	DLRP			HPRD			BMP2	ACVR1		known	literature supported
BMP2_ACVR2A	BMP2	bone morphogenetic protein 2	ACVR2A	activin A receptor, type IIA	DLRP				STRING.binding		BMP2	ACVR2A	21702718	known	literature supported
BMP2_ACVR2B	BMP2	bone morphogenetic protein 2	ACVR2B	activin A receptor, type IIB	DLRP			HPRD	STRING.binding	STRING.experiment	BMP2	ACVR2B		known	literature supported
BMP2_BMPR1A	BMP2	bone morphogenetic protein 2	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR		HPRD			BMP2	BMPR1A		known	literature supported
BMP2_BMPR1B	BMP2	bone morphogenetic protein 2	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	BMP2	BMPR1B		known	literature supported
BMP2_BMPR2	BMP2	bone morphogenetic protein 2	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	BMP2	BMPR2		known	literature supported
BMP2_ENG	BMP2	bone morphogenetic protein 2	ENG	endoglin				HPRD	STRING.binding		BMP2	ENG		novel	literature supported
BMP2_HFE2	BMP2	bone morphogenetic protein 2	HFE2	hemochromatosis type 2 (juvenile)					STRING.binding		BMP2		18287331	novel	literature supported
BMP3_ACVR1	BMP3	bone morphogenetic protein 3	ACVR1	activin A receptor, type I	DLRP							ACVR1		known	putative
BMP3_ACVR2A	BMP3	bone morphogenetic protein 3	ACVR2A	activin A receptor, type IIA	DLRP				STRING.binding			ACVR2A		known	putative
BMP3_ACVR2B	BMP3	bone morphogenetic protein 3	ACVR2B	activin A receptor, type IIB	DLRP							ACVR2B	22074949	known	literature supported
BMP3_BMPR1A	BMP3	bone morphogenetic protein 3	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP							BMPR1A		known	putative
BMP3_BMPR1B	BMP3	bone morphogenetic protein 3	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP							BMPR1B		known	putative
BMP3_BMPR2	BMP3	bone morphogenetic protein 3	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP							BMPR2		known	putative
BMP4_ACVR1	BMP4	bone morphogenetic protein 4	ACVR1	activin A receptor, type I	DLRP						BMP4	ACVR1		known	putative
BMP4_ACVR2A	BMP4	bone morphogenetic protein 4	ACVR2A	activin A receptor, type IIA	DLRP						BMP4	ACVR2A		known	putative
BMP4_ACVR2B	BMP4	bone morphogenetic protein 4	ACVR2B	activin A receptor, type IIB	DLRP						BMP4	ACVR2B		known	putative
BMP4_BMPR1A	BMP4	bone morphogenetic protein 4	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR		HPRD			BMP4	BMPR1A		known	literature supported
BMP4_BMPR1B	BMP4	bone morphogenetic protein 4	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	BMP4	BMPR1B		known	literature supported
BMP4_BMPR2	BMP4	bone morphogenetic protein 4	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	BMP4	BMPR2		known	literature supported
BMP4_HFE2	BMP4	bone morphogenetic protein 4	HFE2	hemochromatosis type 2 (juvenile)					STRING.binding		BMP4			novel	putative
BMP5_ACVR1	BMP5	bone morphogenetic protein 5	ACVR1	activin A receptor, type I	DLRP							ACVR1		known	putative
BMP5_ACVR2A	BMP5	bone morphogenetic protein 5	ACVR2A	activin A receptor, type IIA	DLRP							ACVR2A		known	putative
BMP5_ACVR2B	BMP5	bone morphogenetic protein 5	ACVR2B	activin A receptor, type IIB	DLRP							ACVR2B		known	putative
BMP5_BMPR1A	BMP5	bone morphogenetic protein 5	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP			HPRD				BMPR1A		known	literature supported
BMP5_BMPR1B	BMP5	bone morphogenetic protein 5	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP							BMPR1B		known	putative
BMP5_BMPR2	BMP5	bone morphogenetic protein 5	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP							BMPR2		known	putative
BMP5_HFE2	BMP5	bone morphogenetic protein 5	HFE2	hemochromatosis type 2 (juvenile)					STRING.binding					novel	putative
BMP6_ACVR1	BMP6	bone morphogenetic protein 6	ACVR1	activin A receptor, type I	DLRP	HPMR					BMP6	ACVR1		known	literature supported
BMP6_ACVR2A	BMP6	bone morphogenetic protein 6	ACVR2A	activin A receptor, type IIA	DLRP			HPRD	STRING.binding	STRING.experiment	BMP6	ACVR2A		known	literature supported
BMP6_ACVR2B	BMP6	bone morphogenetic protein 6	ACVR2B	activin A receptor, type IIB	DLRP						BMP6	ACVR2B		known	putative
BMP6_BMPR1A	BMP6	bone morphogenetic protein 6	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR		HPRD			BMP6	BMPR1A		known	literature supported
BMP6_BMPR1B	BMP6	bone morphogenetic protein 6	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP			HPRD	STRING.binding		BMP6	BMPR1B		known	literature supported
BMP6_BMPR2	BMP6	bone morphogenetic protein 6	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP			HPRD	STRING.binding	STRING.experiment	BMP6	BMPR2		known	literature supported
BMP7_ACVR1	BMP7	bone morphogenetic protein 7	ACVR1	activin A receptor, type I	DLRP	HPMR		HPRD	STRING.binding		BMP7	ACVR1		known	literature supported
BMP7_ACVR2A	BMP7	bone morphogenetic protein 7	ACVR2A	activin A receptor, type IIA	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	BMP7	ACVR2A		known	literature supported
BMP7_ACVR2B	BMP7	bone morphogenetic protein 7	ACVR2B	activin A receptor, type IIB	DLRP			HPRD			BMP7	ACVR2B		known	literature supported
BMP7_BMPR1A	BMP7	bone morphogenetic protein 7	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP	HPMR		HPRD			BMP7	BMPR1A		known	literature supported
BMP7_BMPR1B	BMP7	bone morphogenetic protein 7	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP	HPMR		HPRD	STRING.binding	STRING.experiment	BMP7	BMPR1B		known	literature supported
BMP7_BMPR2	BMP7	bone morphogenetic protein 7	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP			HPRD	STRING.binding	STRING.experiment	BMP7	BMPR2		known	literature supported
BMP7_ENG	BMP7	bone morphogenetic protein 7	ENG	endoglin				HPRD			BMP7	ENG		novel	literature supported
BMP8B_ACVR1	BMP8B	bone morphogenetic protein 8b	ACVR1	activin A receptor, type I	DLRP							ACVR1		known	putative
BMP8B_ACVR2A	BMP8B	bone morphogenetic protein 8b	ACVR2A	activin A receptor, type IIA	DLRP							ACVR2A		known	putative
BMP8B_ACVR2B	BMP8B	bone morphogenetic protein 8b	ACVR2B	activin A receptor, type IIB	DLRP							ACVR2B		known	putative
BMP8B_BMPR1A	BMP8B	bone morphogenetic protein 8b	BMPR1A	bone morphogenetic protein receptor, type IA	DLRP							BMPR1A		known	putative
BMP8B_BMPR1B	BMP8B	bone morphogenetic protein 8b	BMPR1B	bone morphogenetic protein receptor, type IB	DLRP							BMPR1B		known	putative
BMP8B_BMPR2	BMP8B	bone morphogenetic protein 8b	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)	DLRP							BMPR2		known	putative
BST1_CAV1	BST1	bone marrow stromal cell antigen 1	CAV1	caveolin 1, caveolae protein, 22kDa				HPRD						novel	literature supported
BTC_EGFR	BTC	betacellulin	EGFR	epidermal growth factor receptor	DLRP	HPMR	IUPHAR	HPRD			BTC	EGFR		known	literature supported
BTC_ERBB2	BTC	betacellulin	ERBB2	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 2				HPRD			BTC	ERBB2		novel	literature supported
BTC_ERBB3	BTC	betacellulin	ERBB3	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 3	DLRP						BTC	ERBB3	9312020	known	literature supported
BTC_ERBB4	BTC	betacellulin	ERBB4	v-erb-b2 avian erythroblastic leukemia viral oncogene homolog 4	DLRP	HPMR	IUPHAR	HPRD			BTC	ERBB4		known	literature supported
BTLA_CD247	BTLA	B and T lymphocyte associated	CD247	CD247 molecule					STRING.binding					novel	putative
BTLA_CD79A	BTLA	B and T lymphocyte associated	CD79A	CD79a molecule, immunoglobulin-associated alpha					STRING.binding				19155498	novel	literature supported
BTLA_TNFRSF14	BTLA	B and T lymphocyte associated	TNFRSF14	tumor necrosis factor receptor superfamily, member 14			IUPHAR	HPRD	STRING.binding	STRING.experiment		TNFRSF14		known	literature supported
BTLA_VTCN1	BTLA	B and T lymphocyte associated	VTCN1	V-set domain containing T cell activation inhibitor 1				HPRD						novel	literature supported
C1QA_CD93	C1QA	complement component 1, q subcomponent, A chain	CD93	CD93 molecule				HPRD				CD93		novel	literature supported
C1QA_CR1	C1QA	complement component 1, q subcomponent, A chain	CR1	complement component (3b/4b) receptor 1 (Knops blood group)				HPRD						novel	literature supported
C1QA_CSPG4	C1QA	complement component 1, q subcomponent, A chain	CSPG4	chondroitin sulfate proteoglycan 4				HPRD						novel	literature supported
C1QB_LRP1	C1QB	complement component 1, q subcomponent, B chain	LRP1	low density lipoprotein receptor-related protein 1									11560994	novel	literature supported
C1QTNF1_AVPR2	C1QTNF1	C1q and tumor necrosis factor related protein 1	AVPR2	arginine vasopressin receptor 2				HPRD				AVPR2		novel	literature supported
C1QTNF5_MFRP	C1QTNF5	C1q and tumor necrosis factor related protein 5	MFRP	membrane frizzled-related protein				HPRD						novel	literature supported
C1orf112_PLSCR4	C1orf112	chromosome 1 open reading frame 112	PLSCR4	phospholipid scramblase 4					STRING.binding					novel	putative
C1orf194_PLSCR4	C1orf194	chromosome 1 open reading frame 194	PLSCR4	phospholipid scramblase 4					STRING.binding					novel	putative
C1orf200_LY6G6C	C1orf200	chromosome 1 open reading frame 200	LY6G6C	lymphocyte antigen 6 complex, locus G6C					STRING.binding					novel	putative
C1orf200_SLC16A4	C1orf200	chromosome 1 open reading frame 200	SLC16A4	solute carrier family 16, member 4					STRING.binding					novel	putative
C3_C3AR1	C3	complement component 3	C3AR1	complement component 3a receptor 1		HPMR	IUPHAR	HPRD	STRING.binding		C3	C3AR1		known	literature supported
C3_C5AR2	C3	complement component 3	C5AR2	complement component 5a receptor 2				HPRD			C3	GPR77		novel	literature supported
C3_CD19	C3	complement component 3	CD19	CD19 molecule					STRING.binding		C3		15454921	novel	literature supported
C3_CD46	C3	complement component 3	CD46	CD46 molecule, complement regulatory protein				HPRD	STRING.binding		C3			novel	literature supported
C3_CD81	C3	complement component 3	CD81	CD81 molecule					STRING.binding		C3	CD81		novel	putative
C3_CR1	C3	complement component 3	CR1	complement component (3b/4b) receptor 1 (Knops blood group)				HPRD	STRING.binding		C3			novel	literature supported
C3_IFITM1	C3	complement component 3	IFITM1	interferon induced transmembrane protein 1					STRING.binding		C3			novel	putative
C3_ITGAM	C3	complement component 3	ITGAM	integrin, alpha M (complement component 3 receptor 3 subunit)				HPRD	STRING.binding		C3	ITGAM		novel	literature supported
C3_ITGAX	C3	complement component 3	ITGAX	integrin, alpha X (complement component 3 receptor 4 subunit)		HPMR		HPRD	STRING.binding	STRING.experiment	C3	ITGAX		known	literature supported
C3_ITGB2	C3	complement component 3	ITGB2	integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)		HPMR			STRING.binding		C3	ITGB2		known	literature supported
C3_LRP1	C3	complement component 3	LRP1	low density lipoprotein receptor-related protein 1		HPMR		HPRD			C3	LRP1		known	literature supported
C4A_C3AR1	C4A	complement component 4A (Rodgers blood group)	C3AR1	complement component 3a receptor 1				HPRD				C3AR1		novel	literature supported
C4A_C5AR2	C4A	complement component 4A (Rodgers blood group)	C5AR2	complement component 5a receptor 2				HPRD				GPR77		novel	literature supported
C4A_CR1	C4A	complement component 4A (Rodgers blood group)	CR1	complement component (3b/4b) receptor 1 (Knops blood group)				HPRD						novel	literature supported
C4BPA_BMPR2	C4BPA	complement component 4 binding protein, alpha	BMPR2	bone morphogenetic protein receptor, type II (serine/threonine kinase)				HPRD				BMPR2		novel	literature supported
C4BPA_CD40	C4BPA	complement component 4 binding protein, alpha	CD40	CD40 molecule, TNF receptor superfamily member 5					STRING.binding			CD40	12818164	novel	literature supported
C4BPA_LRP1	C4BPA	complement component 4 binding protein, alpha	LRP1	low density lipoprotein receptor-related protein 1				HPRD				LRP1		novel	literature supported
C4B_CD46	C4B	complement component 4B (Chido blood group)	CD46	CD46 molecule, complement regulatory protein				HPRD						novel	literature supported
C4B_CR1	C4B	complement component 4B (Chido blood group)	CR1	complement component (3b/4b) receptor 1 (Knops blood group)				HPRD						novel	literature supported
C5_C5AR1	C5	complement component 5	C5AR1	complement component 5a receptor 1		HPMR	IUPHAR	HPRD	STRING.binding		C5	C5AR1		known	literature supported
C5_C5AR2	C5	complement component 5	C5AR2	complement component 5a receptor 2		HPMR	IUPHAR		STRING.binding		C5	GPR77		known	literature supported
C5orf55_TRAF2	C5orf55	chromosome 5 open reading frame 55	TRAF2	TNF receptor-associated factor 2				HPRD				TRAF2		novel	literature supported
C6orf15_DDR1	C6orf15	chromosome 6 open reading frame 15	DDR1	discoidin domain receptor tyrosine kinase 1					STRING.binding			DDR1		novel	putative
CALCA_CALCR	CALCA	calcitonin-related polypeptide alpha	CALCR	calcitonin receptor		HPMR	IUPHAR		STRING.binding		CALCA	CALCR		known	literature supported
CALCA_CALCRL	CALCA	calcitonin-related polypeptide alpha	CALCRL	calcitonin receptor-like		HPMR		HPRD	STRING.binding	STRING.experiment	CALCA	CALCRL		known	literature supported
CALCA_RAMP1	CALCA	calcitonin-related polypeptide alpha	RAMP1	receptor (G protein-coupled) activity modifying protein 1		HPMR		HPRD	STRING.binding		CALCA	RAMP1		known	literature supported
CALCA_RAMP2	CALCA	calcitonin-related polypeptide alpha	RAMP2	receptor (G protein-coupled) activity modifying protein 2				HPRD			CALCA	RAMP2		novel	literature supported
CALCB_CALCR	CALCB	calcitonin-related polypeptide beta	CALCR	calcitonin receptor			IUPHAR				CALCB	CALCR		known	literature supported
CALCB_CALCRL	CALCB	calcitonin-related polypeptide beta	CALCRL	calcitonin receptor-like		HPMR			STRING.binding		CALCB	CALCRL		known	literature supported
CALCB_RAMP1	CALCB	calcitonin-related polypeptide beta	RAMP1	receptor (G protein-coupled) activity modifying protein 1		HPMR			STRING.binding		CALCB	RAMP1		known	literature supported
CALM1_ABCA1	CALM1	calmodulin 1 (phosphorylase kinase, delta)	ABCA1	ATP-binding cassette, sub-family A (ABC1), member 1					STRING.binding					novel	EXCLUDED not ligand
CALM1_ADCY8	CALM1	calmodulin 1 (phosphorylase kinase, delta)	ADCY8	adenylate cyclase 8 (brain)				HPRD	STRING.binding					novel	EXCLUDED not ligand
CALM1_ADCYAP1R1	CALM1	calmodulin 1 (phosphorylase kinase, delta)	ADCYAP1R1	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I				HPRD				ADCYAP1R1		novel	EXCLUDED not ligand
CALM1_AQP6	CALM1	calmodulin 1 (phosphorylase kinase, delta)	AQP6	aquaporin 6, kidney specific					STRING.binding					novel	EXCLUDED not ligand
CALM1_CACNA1C	CALM1	calmodulin 1 (phosphorylase kinase, delta)	CACNA1C	calcium channel, voltage-dependent, L type, alpha 1C subunit						STRING.experiment				novel	EXCLUDED not ligand
CALM1_CALCR	CALM1	calmodulin 1 (phosphorylase kinase, delta)	CALCR	calcitonin receptor				HPRD				CALCR		novel	EXCLUDED not ligand
CALM1_CNGA2	CALM1	calmodulin 1 (phosphorylase kinase, delta)	CNGA2	cyclic nucleotide gated channel alpha 2				HPRD						novel	EXCLUDED not ligand
CALM1_CRHR1	CALM1	calmodulin 1 (phosphorylase kinase, delta)	CRHR1	corticotropin releasing hormone receptor 1				HPRD				CRHR1		novel	EXCLUDED not ligand
CALM1_EGFR	CALM1	calmodulin 1 (phosphorylase kinase, delta)	EGFR	epidermal growth factor receptor				HPRD	STRING.binding	STRING.experiment		EGFR		novel	EXCLUDED not ligand
CALM1_FAS	CALM1	calmodulin 1 (phosphorylase kinase, delta)	FAS	Fas cell surface death receptor				HPRD				FAS		novel	EXCLUDED not ligand
CALM1_GLP1R	CALM1	calmodulin 1 (phosphorylase kinase, delta)	GLP1R	glucagon-like peptide 1 receptor				HPRD				GLP1R		novel	EXCLUDED not ligand
CALM1_GLP2R	CALM1	calmodulin 1 (phosphorylase kinase, delta)	GLP2R	glucagon-like peptide 2 receptor				HPRD				GLP2R		novel	EXCLUDED not ligand
CALM1_GP6	CALM1	calmodulin 1 (phosphorylase kinase, delta)	GP6	glycoprotein VI (platelet)					STRING.binding					novel	EXCLUDED not ligand
CALM1_GRM3	CALM1	calmodulin 1 (phosphorylase kinase, delta)	GRM3	glutamate receptor, metabotropic 3				HPRD				GRM3		novel	EXCLUDED not ligand
CALM1_GRM4	CALM1	calmodulin 1 (phosphorylase kinase, delta)	GRM4	glutamate receptor, metabotropic 4				HPRD				GRM4		novel	EXCLUDED not ligand
CALM1_GRM5	CALM1	calmodulin 1 (phosphorylase kinase, delta)	GRM5	glutamate receptor, metabotropic 5				HPRD		STRING.experiment		GRM5		novel	EXCLUDED not ligand
CALM1_GRM7	CALM1	calmodulin 1 (phosphorylase kinase, delta)	GRM7	glutamate receptor, metabotropic 7				HPRD		STRING.experiment		GRM7		novel	EXCLUDED not ligand
CALM1_HMMR	CALM1	calmodulin 1 (phosphorylase kinase, delta)	HMMR	hyaluronan-mediated motility receptor (RHAMM)				HPRD				HMMR		novel	EXCLUDED not ligand
CALM1_HTR2C	CALM1	calmodulin 1 (phosphorylase kinase, delta)	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled				HPRD	STRING.binding			HTR2C		novel	EXCLUDED not ligand
CALM1_INSR	CALM1	calmodulin 1 (phosphorylase kinase, delta)	INSR	insulin receptor				HPRD		STRING.experiment		INSR		novel	EXCLUDED not ligand
CALM1_KCNN4	CALM1	calmodulin 1 (phosphorylase kinase, delta)	KCNN4	potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4				HPRD		STRING.experiment				novel	EXCLUDED not ligand
CALM1_KCNQ1	CALM1	calmodulin 1 (phosphorylase kinase, delta)	KCNQ1	potassium voltage-gated channel, KQT-like subfamily, member 1					STRING.binding					novel	EXCLUDED not ligand
CALM1_KCNQ3	CALM1	calmodulin 1 (phosphorylase kinase, delta)	KCNQ3	potassium voltage-gated channel, KQT-like subfamily, member 3				HPRD	STRING.binding					novel	EXCLUDED not ligand
CALM1_KCNQ5	CALM1	calmodulin 1 (phosphorylase kinase, delta)	KCNQ5	potassium voltage-gated channel, KQT-like subfamily, member 5				HPRD	STRING.binding					novel	EXCLUDED not ligand
CALM1_MIP	CALM1	calmodulin 1 (phosphorylase kinase, delta)	MIP	major intrinsic protein of lens fiber				HPRD		STRING.experiment				novel	EXCLUDED not ligand
CALM1_MYLK	CALM1	calmodulin 1 (phosphorylase kinase, delta)	MYLK	myosin light chain kinase			IUPHAR	HPRD	STRING.binding	STRING.experiment				known	EXCLUDED not ligand
CALM1_MYLK2	CALM1	calmodulin 1 (phosphorylase kinase, delta)	MYLK2	myosin light chain kinase 2			IUPHAR							known	EXCLUDED not ligand
CALM1_OPRM1	CALM1	calmodulin 1 (phosphorylase kinase, delta)	OPRM1	opioid receptor, mu 1				HPRD				OPRM1		novel	EXCLUDED not ligand
CALM1_PDE1A	CALM1	calmodulin 1 (phosphorylase kinase, delta)	PDE1A	phosphodiesterase 1A, calmodulin-dependent			IUPHAR	HPRD						known	EXCLUDED not ligand
CALM1_PDE1B	CALM1	calmodulin 1 (phosphorylase kinase, delta)	PDE1B	phosphodiesterase 1B, calmodulin-dependent			IUPHAR							known	EXCLUDED not ligand
CALM1_PDE1C	CALM1	calmodulin 1 (phosphorylase kinase, delta)	PDE1C	phosphodiesterase 1C, calmodulin-dependent 70kDa			IUPHAR							known	EXCLUDED not ligand
CALM1_PPAPDC2	CALM1	calmodulin 1 (phosphorylase kinase, delta)	PPAPDC2	phosphatidic acid phosphatase type 2 domain containing 2					STRING.binding					novel	EXCLUDED not ligand
