"","Pair.Name","Ligand.ApprovedSymbol","Ligand.Name","Receptor.ApprovedSymbol","Receptor.Name","Classification"
"241","C1QTNF5_MFRP","C1QTNF5","C1q and tumor necrosis factor related protein 5","MFRP","membrane frizzled-related protein","other"
"242","C1orf112_PLSCR4","C1orf112","chromosome 1 open reading frame 112","PLSCR4","phospholipid scramblase 4","other"
"243","C1orf194_PLSCR4","C1orf194","chromosome 1 open reading frame 194","PLSCR4","phospholipid scramblase 4","other"
"244","C1orf200_LY6G6C","C1orf200","chromosome 1 open reading frame 200","LY6G6C","lymphocyte antigen 6 complex, locus G6C","other"
"245","C1orf200_SLC16A4","C1orf200","chromosome 1 open reading frame 200","SLC16A4","solute carrier family 16, member 4","other"
"246","C3_C3AR1","C3","complement component 3","C3AR1","complement component 3a receptor 1","other"
"247","C3_C5AR2","C3","complement component 3","C5AR2","complement component 5a receptor 2","other"
"248","C3_CD19","C3","complement component 3","CD19","CD19 molecule","other"
"249","C3_CD46","C3","complement component 3","CD46","CD46 molecule, complement regulatory protein","other"
"250","C3_CD81","C3","complement component 3","CD81","CD81 molecule","other"
"251","C3_CR1","C3","complement component 3","CR1","complement component (3b/4b) receptor 1 (Knops blood group)","other"
"252","C3_IFITM1","C3","complement component 3","IFITM1","interferon induced transmembrane protein 1","other"
"253","C3_ITGAM","C3","complement component 3","ITGAM","integrin, alpha M (complement component 3 receptor 3 subunit)","other"
"254","C3_ITGAX","C3","complement component 3","ITGAX","integrin, alpha X (complement component 3 receptor 4 subunit)","other"
"255","C3_ITGB2","C3","complement component 3","ITGB2","integrin, beta 2 (complement component 3 receptor 3 and 4 subunit)","other"
"256","C3_LRP1","C3","complement component 3","LRP1","low density lipoprotein receptor-related protein 1","other"
"257","C4A_C3AR1","C4A","complement component 4A (Rodgers blood group)","C3AR1","complement component 3a receptor 1","other"
"258","C4A_C5AR2","C4A","complement component 4A (Rodgers blood group)","C5AR2","complement component 5a receptor 2","other"
"259","C4A_CR1","C4A","complement component 4A (Rodgers blood group)","CR1","complement component (3b/4b) receptor 1 (Knops blood group)","other"
"260","C4BPA_BMPR2","C4BPA","complement component 4 binding protein, alpha","BMPR2","bone morphogenetic protein receptor, type II (serine/threonine kinase)","other"
"261","C4BPA_CD40","C4BPA","complement component 4 binding protein, alpha","CD40","CD40 molecule, TNF receptor superfamily member 5","other"
"262","C4BPA_LRP1","C4BPA","complement component 4 binding protein, alpha","LRP1","low density lipoprotein receptor-related protein 1","other"
"263","C4B_CD46","C4B","complement component 4B (Chido blood group)","CD46","CD46 molecule, complement regulatory protein","other"
"264","C4B_CR1","C4B","complement component 4B (Chido blood group)","CR1","complement component (3b/4b) receptor 1 (Knops blood group)","other"
"265","C5_C5AR1","C5","complement component 5","C5AR1","complement component 5a receptor 1","other"
"266","C5_C5AR2","C5","complement component 5","C5AR2","complement component 5a receptor 2","other"
"267","C5orf55_TRAF2","C5orf55","chromosome 5 open reading frame 55","TRAF2","TNF receptor-associated factor 2","other"
"268","C6orf15_DDR1","C6orf15","chromosome 6 open reading frame 15","DDR1","discoidin domain receptor tyrosine kinase 1","other"
"269","CALCA_CALCR","CALCA","calcitonin-related polypeptide alpha","CALCR","calcitonin receptor","other"
"270","CALCA_CALCRL","CALCA","calcitonin-related polypeptide alpha","CALCRL","calcitonin receptor-like","other"
"271","CALCA_RAMP1","CALCA","calcitonin-related polypeptide alpha","RAMP1","receptor (G protein-coupled) activity modifying protein 1","other"
"272","CALCA_RAMP2","CALCA","calcitonin-related polypeptide alpha","RAMP2","receptor (G protein-coupled) activity modifying protein 2","other"
"273","CALCB_CALCR","CALCB","calcitonin-related polypeptide beta","CALCR","calcitonin receptor","other"
"274","CALCB_CALCRL","CALCB","calcitonin-related polypeptide beta","CALCRL","calcitonin receptor-like","other"
"275","CALCB_RAMP1","CALCB","calcitonin-related polypeptide beta","RAMP1","receptor (G protein-coupled) activity modifying protein 1","other"
"276","CALM1_ABCA1","CALM1","calmodulin 1 (phosphorylase kinase, delta)","ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","other"
"277","CALM1_ADCY8","CALM1","calmodulin 1 (phosphorylase kinase, delta)","ADCY8","adenylate cyclase 8 (brain)","other"
"278","CALM1_ADCYAP1R1","CALM1","calmodulin 1 (phosphorylase kinase, delta)","ADCYAP1R1","adenylate cyclase activating polypeptide 1 (pituitary) receptor type I","other"
"279","CALM1_AQP6","CALM1","calmodulin 1 (phosphorylase kinase, delta)","AQP6","aquaporin 6, kidney specific","other"
"280","CALM1_CACNA1C","CALM1","calmodulin 1 (phosphorylase kinase, delta)","CACNA1C","calcium channel, voltage-dependent, L type, alpha 1C subunit","other"
"281","CALM1_CALCR","CALM1","calmodulin 1 (phosphorylase kinase, delta)","CALCR","calcitonin receptor","other"
"282","CALM1_CNGA2","CALM1","calmodulin 1 (phosphorylase kinase, delta)","CNGA2","cyclic nucleotide gated channel alpha 2","other"
"283","CALM1_CRHR1","CALM1","calmodulin 1 (phosphorylase kinase, delta)","CRHR1","corticotropin releasing hormone receptor 1","other"
"284","CALM1_EGFR","CALM1","calmodulin 1 (phosphorylase kinase, delta)","EGFR","epidermal growth factor receptor","other"
"285","CALM1_FAS","CALM1","calmodulin 1 (phosphorylase kinase, delta)","FAS","Fas cell surface death receptor","other"
"286","CALM1_GLP1R","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GLP1R","glucagon-like peptide 1 receptor","other"
"287","CALM1_GLP2R","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GLP2R","glucagon-like peptide 2 receptor","other"
"288","CALM1_GP6","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GP6","glycoprotein VI (platelet)","other"
"289","CALM1_GRM3","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GRM3","glutamate receptor, metabotropic 3","other"
"290","CALM1_GRM4","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GRM4","glutamate receptor, metabotropic 4","other"
"291","CALM1_GRM5","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GRM5","glutamate receptor, metabotropic 5","other"
"292","CALM1_GRM7","CALM1","calmodulin 1 (phosphorylase kinase, delta)","GRM7","glutamate receptor, metabotropic 7","other"
"293","CALM1_HMMR","CALM1","calmodulin 1 (phosphorylase kinase, delta)","HMMR","hyaluronan-mediated motility receptor (RHAMM)","other"
"294","CALM1_HTR2C","CALM1","calmodulin 1 (phosphorylase kinase, delta)","HTR2C","5-hydroxytryptamine (serotonin) receptor 2C, G protein-coupled","other"
"295","CALM1_INSR","CALM1","calmodulin 1 (phosphorylase kinase, delta)","INSR","insulin receptor","other"
"296","CALM1_KCNN4","CALM1","calmodulin 1 (phosphorylase kinase, delta)","KCNN4","potassium intermediate/small conductance calcium-activated channel, subfamily N, member 4","other"
"297","CALM1_KCNQ1","CALM1","calmodulin 1 (phosphorylase kinase, delta)","KCNQ1","potassium voltage-gated channel, KQT-like subfamily, member 1","other"
"298","CALM1_KCNQ3","CALM1","calmodulin 1 (phosphorylase kinase, delta)","KCNQ3","potassium voltage-gated channel, KQT-like subfamily, member 3","other"
"299","CALM1_KCNQ5","CALM1","calmodulin 1 (phosphorylase kinase, delta)","KCNQ5","potassium voltage-gated channel, KQT-like subfamily, member 5","other"
"300","CALM1_MIP","CALM1","calmodulin 1 (phosphorylase kinase, delta)","MIP","major intrinsic protein of lens fiber","other"
"301","CALM1_MYLK","CALM1","calmodulin 1 (phosphorylase kinase, delta)","MYLK","myosin light chain kinase","other"
"302","CALM1_MYLK2","CALM1","calmodulin 1 (phosphorylase kinase, delta)","MYLK2","myosin light chain kinase 2","other"
"303","CALM1_OPRM1","CALM1","calmodulin 1 (phosphorylase kinase, delta)","OPRM1","opioid receptor, mu 1","other"
"304","CALM1_PDE1A","CALM1","calmodulin 1 (phosphorylase kinase, delta)","PDE1A","phosphodiesterase 1A, calmodulin-dependent","other"
"305","CALM1_PDE1B","CALM1","calmodulin 1 (phosphorylase kinase, delta)","PDE1B","phosphodiesterase 1B, calmodulin-dependent","other"
"306","CALM1_PDE1C","CALM1","calmodulin 1 (phosphorylase kinase, delta)","PDE1C","phosphodiesterase 1C, calmodulin-dependent 70kDa","other"
"307","CALM1_PPAPDC2","CALM1","calmodulin 1 (phosphorylase kinase, delta)","PPAPDC2","phosphatidic acid phosphatase type 2 domain containing 2","other"
"308","CALM1_PTH2R","CALM1","calmodulin 1 (phosphorylase kinase, delta)","PTH2R","parathyroid hormone 2 receptor","other"
"309","CALM1_PTPRA","CALM1","calmodulin 1 (phosphorylase kinase, delta)","PTPRA","protein tyrosine phosphatase, receptor type, A","other"
"310","CALM1_SCN10A","CALM1","calmodulin 1 (phosphorylase kinase, delta)","SCN10A","sodium channel, voltage-gated, type X, alpha subunit","other"
"311","CALM1_SCN4A","CALM1","calmodulin 1 (phosphorylase kinase, delta)","SCN4A","sodium channel, voltage-gated, type IV, alpha subunit","other"
"312","CALM1_SCTR","CALM1","calmodulin 1 (phosphorylase kinase, delta)","SCTR","secretin receptor","other"
"313","CALM1_SELL","CALM1","calmodulin 1 (phosphorylase kinase, delta)","SELL","selectin L","other"
"314","CALM1_TRPC3","CALM1","calmodulin 1 (phosphorylase kinase, delta)","TRPC3","transient receptor potential cation channel, subfamily C, member 3","other"
"315","CALM1_TRPC5","CALM1","calmodulin 1 (phosphorylase kinase, delta)","TRPC5","transient receptor potential cation channel, subfamily C, member 5","other"
"316","CALM1_VIPR1","CALM1","calmodulin 1 (phosphorylase kinase, delta)","VIPR1","vasoactive intestinal peptide receptor 1","other"
"317","CALM2_ABCA1","CALM2","calmodulin 2 (phosphorylase kinase, delta)","ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","other"
"318","CALM2_ADCY8","CALM2","calmodulin 2 (phosphorylase kinase, delta)","ADCY8","adenylate cyclase 8 (brain)","other"
"319","CALM2_AQP6","CALM2","calmodulin 2 (phosphorylase kinase, delta)","AQP6","aquaporin 6, kidney specific","other"
"320","CALM2_CACNA1C","CALM2","calmodulin 2 (phosphorylase kinase, delta)","CACNA1C","calcium channel, voltage-dependent, L type, alpha 1C subunit","other"
"321","CALM2_EGFR","CALM2","calmodulin 2 (phosphorylase kinase, delta)","EGFR","epidermal growth factor receptor","other"
"322","CALM2_GP6","CALM2","calmodulin 2 (phosphorylase kinase, delta)","GP6","glycoprotein VI (platelet)","other"
"323","CALM2_GRM5","CALM2","calmodulin 2 (phosphorylase kinase, delta)","GRM5","glutamate receptor, metabotropic 5","other"
"324","CALM2_GRM7","CALM2","calmodulin 2 (phosphorylase kinase, delta)","GRM7","glutamate receptor, metabotropic 7","other"
"325","CALM2_INSR","CALM2","calmodulin 2 (phosphorylase kinase, delta)","INSR","insulin receptor","other"
"326","CALM2_KCNQ1","CALM2","calmodulin 2 (phosphorylase kinase, delta)","KCNQ1","potassium voltage-gated channel, KQT-like subfamily, member 1","other"
"327","CALM2_KCNQ3","CALM2","calmodulin 2 (phosphorylase kinase, delta)","KCNQ3","potassium voltage-gated channel, KQT-like subfamily, member 3","other"
"328","CALM2_KCNQ5","CALM2","calmodulin 2 (phosphorylase kinase, delta)","KCNQ5","potassium voltage-gated channel, KQT-like subfamily, member 5","other"
"329","CALM2_MYLK","CALM2","calmodulin 2 (phosphorylase kinase, delta)","MYLK","myosin light chain kinase","other"
"330","CALM2_MYLK2","CALM2","calmodulin 2 (phosphorylase kinase, delta)","MYLK2","myosin light chain kinase 2","other"
"331","CALM2_PDE1A","CALM2","calmodulin 2 (phosphorylase kinase, delta)","PDE1A","phosphodiesterase 1A, calmodulin-dependent","other"
"332","CALM2_PDE1B","CALM2","calmodulin 2 (phosphorylase kinase, delta)","PDE1B","phosphodiesterase 1B, calmodulin-dependent","other"
"333","CALM2_PDE1C","CALM2","calmodulin 2 (phosphorylase kinase, delta)","PDE1C","phosphodiesterase 1C, calmodulin-dependent 70kDa","other"
"334","CALM2_PPAPDC2","CALM2","calmodulin 2 (phosphorylase kinase, delta)","PPAPDC2","phosphatidic acid phosphatase type 2 domain containing 2","other"
"335","CALM2_SCN10A","CALM2","calmodulin 2 (phosphorylase kinase, delta)","SCN10A","sodium channel, voltage-gated, type X, alpha subunit","other"
"336","CALM2_SCN4A","CALM2","calmodulin 2 (phosphorylase kinase, delta)","SCN4A","sodium channel, voltage-gated, type IV, alpha subunit","other"
"337","CALM2_SELL","CALM2","calmodulin 2 (phosphorylase kinase, delta)","SELL","selectin L","other"
"338","CALM2_TRPC5","CALM2","calmodulin 2 (phosphorylase kinase, delta)","TRPC5","transient receptor potential cation channel, subfamily C, member 5","other"
"339","CALM3_ABCA1","CALM3","calmodulin 3 (phosphorylase kinase, delta)","ABCA1","ATP-binding cassette, sub-family A (ABC1), member 1","other"
"340","CALM3_ADCY8","CALM3","calmodulin 3 (phosphorylase kinase, delta)","ADCY8","adenylate cyclase 8 (brain)","other"
"341","CALM3_AQP6","CALM3","calmodulin 3 (phosphorylase kinase, delta)","AQP6","aquaporin 6, kidney specific","other"
"342","CALM3_EGFR","CALM3","calmodulin 3 (phosphorylase kinase, delta)","EGFR","epidermal growth factor receptor","other"
"343","CALM3_GP6","CALM3","calmodulin 3 (phosphorylase kinase, delta)","GP6","glycoprotein VI (platelet)","other"
"344","CALM3_GRM5","CALM3","calmodulin 3 (phosphorylase kinase, delta)","GRM5","glutamate receptor, metabotropic 5","other"
"345","CALM3_GRM7","CALM3","calmodulin 3 (phosphorylase kinase, delta)","GRM7","glutamate receptor, metabotropic 7","other"
"346","CALM3_INSR","CALM3","calmodulin 3 (phosphorylase kinase, delta)","INSR","insulin receptor","other"
"347","CALM3_KCNQ1","CALM3","calmodulin 3 (phosphorylase kinase, delta)","KCNQ1","potassium voltage-gated channel, KQT-like subfamily, member 1","other"
"348","CALM3_KCNQ3","CALM3","calmodulin 3 (phosphorylase kinase, delta)","KCNQ3","potassium voltage-gated channel, KQT-like subfamily, member 3","other"
"349","CALM3_KCNQ5","CALM3","calmodulin 3 (phosphorylase kinase, delta)","KCNQ5","potassium voltage-gated channel, KQT-like subfamily, member 5","other"
"350","CALM3_MYLK","CALM3","calmodulin 3 (phosphorylase kinase, delta)","MYLK","myosin light chain kinase","other"
"351","CALM3_MYLK2","CALM3","calmodulin 3 (phosphorylase kinase, delta)","MYLK2","myosin light chain kinase 2","other"
"352","CALM3_PDE1A","CALM3","calmodulin 3 (phosphorylase kinase, delta)","PDE1A","phosphodiesterase 1A, calmodulin-dependent","other"
"353","CALM3_PDE1B","CALM3","calmodulin 3 (phosphorylase kinase, delta)","PDE1B","phosphodiesterase 1B, calmodulin-dependent","other"
"354","CALM3_PDE1C","CALM3","calmodulin 3 (phosphorylase kinase, delta)","PDE1C","phosphodiesterase 1C, calmodulin-dependent 70kDa","other"
"355","CALM3_PPAPDC2","CALM3","calmodulin 3 (phosphorylase kinase, delta)","PPAPDC2","phosphatidic acid phosphatase type 2 domain containing 2","other"
"356","CALM3_SCN10A","CALM3","calmodulin 3 (phosphorylase kinase, delta)","SCN10A","sodium channel, voltage-gated, type X, alpha subunit","other"
"357","CALM3_SCN4A","CALM3","calmodulin 3 (phosphorylase kinase, delta)","SCN4A","sodium channel, voltage-gated, type IV, alpha subunit","other"
"358","CALM3_SELL","CALM3","calmodulin 3 (phosphorylase kinase, delta)","SELL","selectin L","other"
"359","CALM3_TRPC5","CALM3","calmodulin 3 (phosphorylase kinase, delta)","TRPC5","transient receptor potential cation channel, subfamily C, member 5","other"
"360","CALR_HLA-F","CALR","calreticulin","HLA-F","major histocompatibility complex, class I, F","other"
"361","CALR_ITGA2B","CALR","calreticulin","ITGA2B","integrin, alpha 2b (platelet glycoprotein IIb of IIb/IIIa complex, antigen CD41)","other"
"362","CALR_ITGA3","CALR","calreticulin","ITGA3","integrin, alpha 3 (antigen CD49C, alpha 3 subunit of VLA-3 receptor)","other"
"363","CALR_ITGAV","CALR","calreticulin","ITGAV","integrin, alpha V","other"
"364","CALR_LRP1","CALR","calreticulin","LRP1","low density lipoprotein receptor-related protein 1","other"
"365","CALR_MTNR1A","CALR","calreticulin","MTNR1A","melatonin receptor 1A","other"
"366","CALR_SCARF1","CALR","calreticulin","SCARF1","scavenger receptor class F, member 1","other"
"367","CALR_TSHR","CALR","calreticulin","TSHR","thyroid stimulating hormone receptor","other"
"368","CAMP_EGFR","CAMP","cathelicidin antimicrobial peptide","EGFR","epidermal growth factor receptor","other"
"369","CAMP_FPR2","CAMP","cathelicidin antimicrobial peptide","FPR2","formyl peptide receptor 2","other"
"370","CAMP_IGF1R","CAMP","cathelicidin antimicrobial peptide","IGF1R","insulin-like growth factor 1 receptor","other"
"371","CAMP_P2RX7","CAMP","cathelicidin antimicrobial peptide","P2RX7","purinergic receptor P2X, ligand-gated ion channel, 7","other"
"372","CCK_CCKAR","CCK","cholecystokinin","CCKAR","cholecystokinin A receptor","other"
"373","CCK_CCKBR","CCK","cholecystokinin","CCKBR","cholecystokinin B receptor","other"
"374","CCL11_ACKR2","CCL11","chemokine (C-C motif) ligand 11","ACKR2","atypical chemokine receptor 2","cytokine"
"375","CCL11_ACKR4","CCL11","chemokine (C-C motif) ligand 11","ACKR4","atypical chemokine receptor 4","cytokine"
"376","CCL11_CCR2","CCL11","chemokine (C-C motif) ligand 11","CCR2","chemokine (C-C motif) receptor 2","cytokine"
"377","CCL11_CCR3","CCL11","chemokine (C-C motif) ligand 11","CCR3","chemokine (C-C motif) receptor 3","cytokine"
"378","CCL11_CCR5","CCL11","chemokine (C-C motif) ligand 11","CCR5","chemokine (C-C motif) receptor 5 (gene/pseudogene)","cytokine"
"379","CCL11_CXCR3","CCL11","chemokine (C-C motif) ligand 11","CXCR3","chemokine (C-X-C motif) receptor 3","cytokine"
"380","CCL13_ACKR2","CCL13","chemokine (C-C motif) ligand 13","ACKR2","atypical chemokine receptor 2","cytokine"
"381","CCL13_ACKR4","CCL13","chemokine (C-C motif) ligand 13","ACKR4","atypical chemokine receptor 4","cytokine"
"382","CCL13_CCR1","CCL13","chemokine (C-C motif) ligand 13","CCR1","chemokine (C-C motif) receptor 1","cytokine"
"383","CCL13_CCR2","CCL13","chemokine (C-C motif) ligand 13","CCR2","chemokine (C-C motif) receptor 2","cytokine"
