ligand,receptor,source,PMIDs
NMS,NMUR1,"HPRD,HPMR,fantom5,IUPHAR",15635449
NMS,NMUR2,"IUPHAR,fantom5,HPMR",15635449
NMU,ADRA2A,reactome,
NMU,GRM7,reactome,
NMU,MTNR1A,reactome,
NMU,NMUR1,"IUPHAR,fantom5,HPMR,HPRD","108,945,431,529,265,000,000,000,000,000,000,000,000,000,000,000"
NMU,NMUR2,"HPRD,HPMR,IUPHAR,fantom5","108,945,431,529,265,000,000,000,000,000,000,000,000,000,000,000"
NODAL,ACVR1B,"HPMR,fantom5,reactome",11952836
NODAL,ACVR1C,"fantom5,HPMR",12606401
NODAL,ACVR2A,"reactome,HPMR,fantom5",11952836
NODAL,ACVR2B,"fantom5,HPMR,reactome",11952836
NODAL,SMAD3,reactome,
NOV,NOTCH1,"HPRD,fantom5,HPMR","15906253,12"
NOV,PLXNA1,fantom5,
NPB,ADRA2A,reactome,
NPB,GRM7,reactome,
NPB,MTNR1A,reactome,
NPB,NPBWR1,"IUPHAR,fantom5,HPMR,HPRD","12401809,12"
NPB,NPBWR2,"fantom5,IUPHAR,HPRD",12401809
NPFF,NPFFR1,"HPRD,IUPHAR,fantom5,HPMR","11,024,015,122,420,800,000,000,000,000,000"
NPFF,NPFFR2,"HPRD,IUPHAR,fantom5,HPMR","1,102,401,512,421,600,000,000,000,000,000,000,000,000"
NPNT,ITGA8,"HPRD,fantom5,HPMR",11470831
NPNT,ITGB1,"fantom5,HPMR",11470831
NPPA,NPR1,"HPMR,IUPHAR,fantom5,reactome,HPRD","15,911,069,870,015,300,000,000"
NPPA,NPR3,"HPRD,HPMR,fantom5",2169733
NPPB,NPR1,"IUPHAR,fantom5,HPRD","870,015,379,018,751,000,000"
NPPB,NPR2,"fantom5,HPMR",2570358
NPPB,NPR3,"HPRD,fantom5,HPMR","1309330,79"
NPPC,NPR2,"HPMR,fantom5,IUPHAR,HPRD","11,952,095,130,933,000,000,000"
NPPC,NPR3,"fantom5,HPRD","11533490,13"
NPS,ADCYAP1R1,reactome,
NPS,ADRB2,reactome,
NPS,ADRB3,reactome,
NPS,GPR20,reactome,
NPS,GPR84,reactome,
NPS,NPSR1,"fantom5,IUPHAR,HPMR",15312648
NPS,PTH1R,reactome,
NPS,RAMP2,reactome,
NPS,RAMP3,reactome,
NPS,TSHR,reactome,
NPS,VIPR1,reactome,
NPVF,NPFFR1,"HPMR,fantom5,IUPHAR","11,024,015,122,420,800,000,000,000,000,000"
NPVF,NPFFR2,"fantom5,IUPHAR","12242085,12"
NPW,ADRA2A,reactome,
NPW,GRM7,reactome,
NPW,MTNR1A,reactome,
NPW,NPBWR1,"HPRD,HPMR,IUPHAR,fantom5","121,306,461,240,180,000,000,000"
NPW,NPBWR2,"HPRD,IUPHAR,fantom5,HPMR","12,130,646,124,018,000,000,000,000,000,000"
NPY,ADRA2A,reactome,
NPY,FAP,fantom5,21314817
NPY,GRM7,reactome,
NPY,MC4R,"HPRD,fantom5",12015205
NPY,MTNR1A,reactome,
NPY,NPFFR2,"HPRD,fantom5",12609745
NPY,NPY1R,"HPRD,HPMR,fantom5","95,497,611,200,753,400,000,000,000,000"
NPY,NPY2R,"HPRD,HPMR,fantom5,IUPHAR","9,549,761,863,275,370,000,000,000,000,000,000,000,000,000"
NPY,NPY4R,"HPRD,fantom5,IUPHAR,HPMR","7,592,911,749"
NPY,NPY5R,"fantom5,IUPHAR,HPMR,HPRD","12,417,094,882,428,400,000,000"
NPY,PRLHR,"IUPHAR,fantom5",15885496
NRG1,ERBB2,"cellsignal.com,fantom5,HPMR","1,350,381,751"
NRG1,ERBB3,"HPRD,fantom5,IUPHAR,cellsignal.com,HPMR","751,417,775,926,811,000,000,000,000,000,000,000"
NRG1,ERBB4,"HPRD,IUPHAR,fantom5","80,628,281,053,735,600,000,000,000,000"
NRG1,GPC1,fantom5,
NRG2,ERBB2,"reactome,cellsignal.com,fantom5",
NRG2,ERBB3,"HPRD,fantom5,cellsignal.com,IUPHAR,HPMR","9,168,115,917"
NRG2,ERBB4,"HPMR,IUPHAR,cellsignal.com,fantom5,HPRD","9,168,115,917"
NRG3,ERBB2,cellsignal.com,
NRG3,ERBB3,cellsignal.com,
NRG3,ERBB4,"HPRD,IUPHAR,fantom5,HPMR",9275162
NRG4,EGFR,fantom5,
NRG4,ERBB2,"reactome,fantom5",
NRG4,ERBB4,"HPRD,IUPHAR,cellsignal.com,fantom5",10348342
NRTN,GFRA1,"fantom5,HPMR,HPRD,reactome","9,182,803,941"
NRTN,GFRA2,"reactome,HPRD,HPMR,fantom5,uniprot","9,182,803,108"
NRTN,GFRA3,reactome,
NRTN,RET,"reactome,HPRD,HPMR,fantom5","9,182,803,919"
NTF3,NGFR,"IUPHAR,fantom5",
NTF3,NTRK1,uniprot,17439940
NTF3,NTRK2,"HPRD,fantom5",8621424
NTF3,NTRK3,"HPRD,uniprot,IUPHAR,fantom5,HPMR","767,991,294,887,199,000,000"
NTF4,NGFR,"HPRD,IUPHAR,fantom5",7541633
NTF4,NGFRAP1,"HPMR,fantom5",7679912
NTF4,NTRK1,"fantom5,HPMR",11114882
NTF4,NTRK2,"HPRD,uniprot,fantom5,HPMR","7,679,912,119"
NTN1,ADORA2B,"HPRD,fantom5",11048721
NTN1,DCC,"HPRD,fantom5,HPMR","886,190,210,399,920,000,000,000,000,000"
NTN1,NEO1,"fantom5,HPRD","8,861,902,126"
NTN1,UNC5A,fantom5,9126742
NTN1,UNC5B,fantom5,9126742
NTN1,UNC5C,"HPMR,fantom5,HPRD","12810718,1"
NTN1,UNC5D,fantom5,9126742
NTN3,CDON,"fantom5,HPMR",15520228
NTN3,NEO1,"HPMR,fantom5,HPRD","15520228,1"
NTN4,DCC,"HPMR,fantom5",17174565
NTN4,UNC5A,"fantom5,HPMR",17174565
NTNG1,LRRC4C,"fantom5,HPMR,HPRD",14595443
NTNG2,LRRC4,fantom5,17973922
NTNG2,LRRC4C,fantom5,
NTS,NGFR,fantom5,
NTS,NTSR1,"HPRD,IUPHAR,fantom5,HPMR","133,168,916,944,431,000,000,000,000,000,000,000,000,000,000,000,000,000"
NTS,NTSR2,"HPRD,HPMR,IUPHAR,fantom5","9,851,594,117,232,470,000,000,000,000,000"
NTS,SORT1,"HPRD,fantom5","9,756,851,161"
NUCB2,ERAP1,"fantom5,HPMR",
NXPH1,NRXN1,"fantom5,HPMR,HPRD","985,699,486,992,469,000,000"
NXPH1,NRXN2,"HPMR,fantom5",9856994
NXPH1,NRXN3,"HPMR,fantom5",9856994
NXPH2,NRXN1,"HPRD,fantom5",8699246
NXPH3,NRXN1,"HPMR,fantom5,HPRD",9856994
NXPH3,NRXN2,"fantom5,HPMR",9856994
NXPH3,NRXN3,"fantom5,HPMR",9856994
OBP2A,OR1G1,"HPRD,fantom5",12379593
OLAH,MOG,fantom5,
OLFM2,ROBO2,"HPRD,fantom5",16169070
OMG,LINGO1,"HPMR,fantom5",14966521
OMG,NGFR,fantom5,
OMG,RTN4R,fantom5,12068310
OMG,RTN4RL1,"fantom5,HPRD",12068310
OMG,TNFRSF1B,"fantom5,HPMR",14966521
ORM1,CCR5,"HPRD,fantom5",11336643
OSM,IL6ST,"HPRD,HPMR,fantom5,uniprot","108,544,248,999,038,000,000,000,000,000"
OSM,LIFR,"uniprot,fantom5,HPMR,HPRD","108,544,241,542,794,000,000,000,000,000"
OSM,OSMR,"HPRD,HPMR,fantom5,uniprot","8,999,038,109,979,050,000,000"
OSTN,NPR3,"fantom5,IUPHAR",17951249
OXT,AVPR1A,"fantom5,IUPHAR","8,106,369,988,407,490,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
OXT,AVPR1B,"IUPHAR,fantom5","988,407,493,229,199,000,000,000,000,000,000,000"
OXT,AVPR2,"IUPHAR,fantom5","9,884,074,932,291,990,000,000,000,000,000,000,000,000,000"
OXT,OXTR,"HPRD,IUPHAR,fantom5,HPMR","131,394,610,519,430,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
P4HB,GPR162,fantom5,
P4HB,MTTP,reactome,
PAPLN,NECTIN4,fantom5,
PAPLN,SIRPA,fantom5,
PCSK9,LDLR,reactome,
PCSK9,VLDLR,"fantom5,reactome",17452316
PDAP1,PDGFRB,"fantom5,HPRD",11331882
PDCD1LG2,PDCD2,literature,"15207811,25"
PDGFA,PDGFRA,"HPRD,HPMR,fantom5,uniprot","15207811,25"
PDGFA,PDGFRB,"reactome,fantom5,uniprot",
PDGFB,ART1,"HPRD,fantom5",11498506
PDGFB,ITGAV,fantom5,
PDGFB,LRP1,"fantom5,HPRD",11854294
PDGFB,PDGFRA,"HPMR,fantom5,uniprot,HPRD","15207811,25"
PDGFB,PDGFRB,"HPRD,HPMR,fantom5,uniprot","2,850,496,119"
PDGFB,S1PR1,fantom5,
PDGFC,FLT1,fantom5,
PDGFC,FLT4,"fantom5,IUPHAR",
PDGFC,KDR,"IUPHAR,fantom5",
PDGFC,PDGFRA,"HPRD,HPMR,fantom5","10,806,482,112,975,500,000,000,000,000,000"
PDGFC,PDGFRB,fantom5,
PDGFD,PDGFRA,fantom5,
PDGFD,PDGFRB,"HPMR,fantom5,HPRD","15207811,15"
PDX1,SLC2A2,"HPRD,fantom5",
PDYN,ADRA2A,reactome,
PDYN,GRM7,reactome,
PDYN,MTNR1A,reactome,
PDYN,OPRD1,"fantom5,IUPHAR",9686407
PDYN,OPRK1,"HPMR,IUPHAR,fantom5","817,098,778,698,447,000,000,000,000,000,000,000,000,000"
PDYN,OPRM1,"IUPHAR,fantom5",9686407
PENK,ADRA2A,reactome,
PENK,GRM7,reactome,
PENK,MRGPRX1,"IUPHAR,fantom5","151,636,971,185,063,000,000,000"
PENK,MTNR1A,reactome,
PENK,OGFR,"HPMR,fantom5",16820893
PENK,OPRD1,"IUPHAR,fantom5",9686407
PENK,OPRK1,fantom5,
PENK,OPRM1,"IUPHAR,fantom5",9686407
PF4,ADRA2A,reactome,
PF4,CXCR3,"HPRD,fantom5,literature,uniprot",10699158
PF4,FGFR2,"HPMR,fantom5",9558385
PF4,GRM7,reactome,
PF4,LDLR,"HPMR,fantom5,HPRD",11986215
PF4,MTNR1A,reactome,
PF4,PROCR,"fantom5,HPMR",9395524
PF4,SDC2,"HPRD,fantom5",7524669
PF4,THBD,"HPRD,fantom5,HPMR",9395524
PGF,FLT1,"HPRD,fantom5","9,452,434,147"
PGF,NRP1,"fantom5,HPMR,HPRD",11986311
PGF,NRP2,"fantom5,HPRD",10748121
PI3,PLD2,fantom5,
PIGF,FLT1,fantom5,7929268
PIK3CD-AS1,LY6G6C,fantom5,
PIK3CD-AS1,SLC16A4,fantom5,
PIP,CD4,"HPRD,fantom5",10820003
PIP,NPTN,fantom5,
PKM,CD44,fantom5,
PLA2G10,PLA2R1,"fantom5,HPRD","11019817,11"
PLAT,ITGAM,fantom5,
PLAT,ITGB2,fantom5,
PLAT,LRP1,"HPRD,HPMR,fantom5","11,560,943,106,325,800,000,000"
PLAU,IGF2R,"fantom5,HPRD",9566979
PLAU,ITGA3,fantom5,
PLAU,ITGA5,fantom5,
PLAU,ITGAM,fantom5,
PLAU,ITGAV,fantom5,
PLAU,ITGB1,fantom5,
PLAU,ITGB2,fantom5,
PLAU,ITGB5,fantom5,
PLAU,LRP1,"HPMR,fantom5",11560943
PLAU,LRP2,"HPRD,fantom5",8344937
PLAU,MRC2,fantom5,
PLAU,PLAUR,"HPRD,HPMR,fantom5","164,560,793,031,025,000,000,000,000,000"
PLAU,ST14,"HPRD,fantom5",10962009
PLAU,VLDLR,fantom5,
PLG,F2R,"fantom5,HPRD",10978167
PLG,F2RL1,"HPRD,fantom5","12,604,689,109,781,600,000,000"
PLG,F3,"fantom5,HPRD",9490681
PLG,FLT1,fantom5,
PLG,ITGA9,"fantom5,HPMR",15247268
PLG,ITGAM,fantom5,
PLG,ITGB1,"fantom5,HPMR",15247268
PLG,ITGB2,fantom5,
PLG,PLAUR,fantom5,
PLG,PLGRKT,fantom5,19897580
PLTP,ABCA1,"HPRD,fantom5",14559902
SEMA4A,PLXNB1,uniprot,
SEMA4A,PLXNB2,uniprot,
SEMA4A,PLXNB3,uniprot,
SEMA4A,PLXND1,uniprot,
PMCH,ADRA2A,reactome,
PMCH,GRM7,reactome,
PMCH,MCHR1,"HPRD,fantom5,IUPHAR,HPMR","1,042,136,810,421,360,000,000,000,000,000,000,000,000"
PMCH,MCHR2,"HPRD,fantom5,IUPHAR,HPMR","10,471,841,114,044,500,000,000,000,000,000,000,000,000,000,000,000,000,000"
PMCH,MTNR1A,reactome,
PNOC,ADRA2A,reactome,
PNOC,GRM7,reactome,
PNOC,MTNR1A,reactome,
PNOC,OPRL1,"HPMR,IUPHAR,fantom5,HPRD","74,817,661,296,793,500,000,000,000,000,000,000,000,000,000,000,000,000,000,000,000"
PODXL2,SELL,"fantom5,HPMR,HPRD",12889478
PODXL,SELL,"fantom5,HPRD",9625756
POMC,ADCYAP1R1,reactome,
POMC,ADRA2A,reactome,
POMC,ADRB2,reactome,
POMC,ADRB3,reactome,
POMC,GPR20,reactome,
POMC,GPR84,reactome,
POMC,GRM7,reactome,
POMC,MC1R,"HPRD,fantom5,IUPHAR,HPMR","1,516,719,109,425,780,000,000,000,000,000,000,000,000,000,000"
POMC,MC2R,"HPMR,fantom5,HPRD","9,058,374,122"
POMC,MC3R,"IUPHAR,fantom5","77,746,751,035,803,000,000,000"
POMC,MC4R,"HPRD,fantom5,IUPHAR","8,884,876,104,931,000,000,000,000,000,000"
POMC,MC5R,"HPMR,IUPHAR,fantom5,HPRD","11,785,979,777,467,500,000,000,000,000,000,000,000"
POMC,MTNR1A,reactome,
POMC,OPRD1,"HPMR,fantom5,IUPHAR","15464143,97"
POMC,OPRK1,"HPMR,fantom5,IUPHAR","862,473,296,864,077,000,000"
POMC,OPRM1,"fantom5,HPMR",15464143
POMC,PTH1R,reactome,
POMC,RAMP2,reactome,
POMC,RAMP3,reactome,
POMC,TSHR,reactome,
POMC,VIPR1,reactome,
PON2,HTR2A,"fantom5,HPRD",16537434
PPBP,ACKR1,literature,10699158
PPBP,ADRA2A,reactome,
PPBP,CXCR1,"fantom5,HPMR,HPRD","813,793,881,957,021,000,000"
PPBP,CXCR2,"HPRD,literature,IUPHAR,fantom5",10699158
PPBP,GRM7,reactome,
PPBP,MTNR1A,reactome,
PPY,ADRA2A,reactome,
PPY,GRM7,reactome,
PPY,MTNR1A,reactome,
PPY,NPY1R,fantom5,
PPY,NPY2R,fantom5,
PPY,NPY4R,"HPRD,HPMR,IUPHAR,fantom5","864,346,074,939,371,000,000,000,000,000,000,000"
PPY,NPY5R,"fantom5,IUPHAR",8824284
PRLH,PRLHR,"fantom5,IUPHAR,HPMR,HPRD","110,307,161,260,660,000,000,000,000,000,000,000,000"
PRL,PRLR,"HPRD,IUPHAR,fantom5,HPMR","2,558,309,113,561,260,000,000,000,000,000,000,000"
PRND,RPSA,"HPRD,HPMR,fantom5",15246873
PROC,ITGAM,fantom5,
PROC,ITGB2,fantom5,
PROC,PROCR,"HPMR,fantom5,HPRD","79,293,701,109,950,600,000,000"
PROC,THBD,"HPRD,fantom5","11106601,13"
PROK1,PROKR1,"HPMR,IUPHAR,fantom5","118,868,761,205,461,000,000,000"
PROK1,PROKR2,"fantom5,IUPHAR,HPMR","118,868,761,205,461,000,000,000"
PROK2,PROKR1,"fantom5,IUPHAR","12054613,16"
PROK2,PROKR2,"IUPHAR,fantom5,HPMR","120,242,061,205,461,000,000,000"
PROS1,AXL,"IUPHAR,fantom5,HPMR",7867073
PROS1,TYRO3,"HPRD,HPMR,fantom5,IUPHAR","7,867,073,864"
PRSS23,TMEM222,"fantom5,HPRD",16169070
PSAP,CD1B,"fantom5,HPRD",14716313
PSAP,CELSR1,"HPRD,fantom5",16169070
PSAP,GPR37,"IUPHAR,fantom5,HPMR,reactome",23690594
PSAP,GPR37L1,"reactome,fantom5,IUPHAR,HPMR",23690594
PSAP,LRP1,"fantom5,HPMR",9707421
PSAP,SORT1,fantom5,
PSEN1,CD44,fantom5,
PSEN1,NCSTN,"HPRD,HPMR,fantom5","10993067,13"
PSEN1,NOTCH1,"fantom5,HPRD","100,776,721,020,664,000,000,000"
PSEN1,NOTCH2,"HPRD,fantom5",11518718
PSEN1,NOTCH3,"fantom5,HPRD",11518718
PSEN1,NOTCH4,"fantom5,HPRD",11518718
PSPN,GFRA1,"reactome,fantom5",20350599
PSPN,GFRA2,reactome,
PSPN,GFRA3,reactome,
PSPN,GFRA4,"HPRD,fantom5,HPMR",11116144
PSPN,RET,"reactome,fantom5,HPMR",11116144
PSPN,SDC3,fantom5,
PTDSS1,JMJD6,"fantom5,HPMR",10811223
PTDSS1,SCARB1,"fantom5,HPMR",8999945
PTGS2,ALOX5,fantom5,
PTGS2,CAV1,"fantom5,HPRD",11432874
PTGS2,PTGDR2,"fantom5,HPMR",11208866
PTH2,ADCYAP1R1,reactome,
PTH2,ADRB2,reactome,
PTH2,ADRB3,reactome,
PTH2,GPR20,reactome,
PTH2,GPR84,reactome,
PTH2,PTH1R,"IUPHAR,fantom5,reactome","11159842,11"
PTH2,PTH2R,"fantom5,IUPHAR,HPMR,HPRD","118,615,311,085,443,000,000,000"
PTH2,RAMP2,reactome,
PTH2,RAMP3,reactome,
PTH2,TSHR,reactome,
PTH2,VIPR1,reactome,
PTHLH,ADCYAP1R1,reactome,
PTHLH,ADRB2,reactome,
PTHLH,ADRB3,reactome,
PTHLH,GPR20,reactome,
PTHLH,GPR84,reactome,
PTHLH,PRLHR,"IUPHAR,fantom5",
PTHLH,PTH1R,"fantom5,IUPHAR,HPMR,HPRD,reactome","255,887,787,027,019,000,000"
PTHLH,PTH2R,"fantom5,IUPHAR",8702701
PTHLH,RAMP2,reactome,
PTHLH,RAMP3,reactome,
PTHLH,TSHR,reactome,
PTHLH,VIPR1,reactome,
PTH,ADCYAP1R1,reactome,
PTH,ADRB2,reactome,
PTH,ADRB3,reactome,
PTH,GPR20,reactome,
PTH,GPR84,reactome,
PTH,PTH1R,"HPMR,fantom5,reactome,HPRD","12947048,91"
PTH,PTH2R,"fantom5,HPMR,HPRD","7,797,535,948"
PTH,RAMP2,reactome,
PTH,RAMP3,reactome,
PTH,TSHR,reactome,
PTH,VIPR1,reactome,
PTMA,VIPR1,"HPRD,fantom5",8886855
PTN,ALK,"HPRD,fantom5",11278720
PTN,CDH10,"fantom5,HPRD",16169070
PTN,PLXNB2,"fantom5,HPRD",16169070
PTN,PTPRS,"HPRD,fantom5",16169070
PTN,PTPRZ1,"uniprot,fantom5,HPMR,HPRD","10706604,17"
PTN,SDC1,"fantom5,HPRD",7592855
PTN,SDC3,"HPRD,fantom5",8175719
PVR,CD226,uniprot,
PVR,CD96,uniprot,
PVR,TIGIT,uniprot,
PYY,ADRA2A,reactome,
PYY,FAP,fantom5,21314817
PYY,GRM7,reactome,
PYY,MTNR1A,reactome,
PYY,NPY1R,"HPRD,fantom5,HPMR","9,549,761,127"
PYY,NPY2R,"fantom5,IUPHAR,HPRD","8,632,753,759,291,010,000,000"
PYY,NPY4R,"HPMR,IUPHAR,fantom5,HPRD","7,592,911,749"
PYY,NPY5R,"fantom5,HPMR,HPRD","11825645,13"
QDPR,DYSF,fantom5,
QRFP,P2RY14,"HPMR,fantom5",12714592
QRFP,QRFPR,"IUPHAR,fantom5,HPMR","12,714,592,165,000,000,000,000,000,000,000"
RAET1E,KLRK1,"fantom5,HPRD","12732206,15"
RARRES2,CCRL2,fantom5,18794339
RARRES2,CMKLR1,"IUPHAR,fantom5,HPMR","1,467,576,218,165,310,000,000,000,000,000,000,000,000"
RARRES2,GPR1,"IUPHAR,fantom5","18165312,23"
RBP3,NOTCH1,"HPRD,fantom5",11511084
RBP4,STRA6,fantom5,23959802
RELN,ITGA3,"HPMR,fantom5",10939329
RELN,ITGB1,"fantom5,HPMR",10939329
RELN,LRP8,"HPMR,fantom5,HPRD","1,289,962,210,571,240,000,000,000,000,000,000,000,000"
RELN,VLDLR,"HPMR,fantom5,reactome,HPRD","10571240,11"
REN,ASIC3,fantom5,
REN,ATP6AP2,"fantom5,HPMR,HPRD",12045255
RGMA,BMPR1B,fantom5,
RGMA,BMPR2,fantom5,
RGMA,HFE2,fantom5,
RGMA,NEO1,"fantom5,HPMR",15258590
RGMB,BMPR1B,fantom5,
RGMB,BMPR2,fantom5,
RGMB,HFE2,fantom5,
RGMB,NEO1,fantom5,19944164
RIMS1,CACNA1C,"fantom5,HPRD",11438519
RIMS1,SLC17A7,fantom5,
RIMS1,SLC18A2,fantom5,
RIMS1,SLC18A3,fantom5,
RIMS2,ABCA1,"fantom5,HPRD",16192289
RLN1,RXFP1,"HPRD,HPMR,fantom5,IUPHAR","11809971,16"
RLN1,RXFP2,"IUPHAR,fantom5,HPMR","11809971,16"
RLN2,ADCYAP1R1,reactome,
RLN2,ADRB2,reactome,
RLN2,ADRB3,reactome,
RLN2,GPR20,reactome,
RLN2,GPR84,reactome,
RLN2,PTH1R,reactome,
RLN2,RAMP2,reactome,
RLN2,RAMP3,reactome,
RLN2,RXFP1,"HPRD,fantom5,IUPHAR,HPMR","118,099,711,250,611,000,000,000"
RLN2,RXFP2,"IUPHAR,fantom5,HPMR,HPRD","11,809,971,156,498,600,000,000,000,000,000"
RLN2,TSHR,reactome,
RLN2,VIPR1,reactome,
RLN3,ADCYAP1R1,reactome,
RLN3,ADRA2A,reactome,
RLN3,ADRB2,reactome,
RLN3,ADRB3,reactome,
RLN3,GPR20,reactome,
RLN3,GPR84,reactome,
RLN3,GRM7,reactome,
RLN3,MTNR1A,reactome,
RLN3,PTH1R,reactome,
RLN3,RAMP2,reactome,
RLN3,RAMP3,reactome,
RLN3,RXFP1,"HPRD,IUPHAR,fantom5,HPMR","125,061,161,564,986,000,000,000"
RLN3,RXFP2,"fantom5,IUPHAR",16411781
RLN3,RXFP4,"HPMR,fantom5,IUPHAR,HPRD",14522967
RLN3,TSHR,reactome,
RLN3,VIPR1,reactome,
RNASE2,TLR2,fantom5,18195069
RPH3A,NRXN1,"fantom5,HPRD",8901523
RPS19,C5AR1,"fantom5,IUPHAR,HPRD","11107061,12"
RPS27A,ADRB2,reactome,
RPS27A,ERBB2,reactome,
RPS27A,FGFR2,reactome,
RPS27A,LDLR,reactome,
RPS27A,LRP2,reactome,
RPS27A,RIPK1,reactome,
RPS27A,SMAD3,reactome,
RPS27A,TGFBR1,reactome,
RPS27A,TGFBR2,reactome,
RPS27A,TLR4,reactome,
RSPO1,FZD8,fantom5,
RSPO1,LGR4,"IUPHAR,fantom5,HPMR",21693646
RSPO1,LGR5,"HPMR,IUPHAR,fantom5",21693646
RSPO1,LGR6,"fantom5,IUPHAR","21727895,22"
RSPO1,LRP6,"HPMR,fantom5",18400942
RSPO1,ZNRF3,fantom5,24349440
RSPO2,LGR4,"IUPHAR,fantom5,HPMR",21693646
RSPO2,LGR5,"IUPHAR,fantom5,HPMR",21693646
RSPO2,LGR6,"IUPHAR,fantom5","21727895,22"
RSPO3,FZD8,fantom5,16543246
RSPO3,LGR4,"IUPHAR,fantom5,HPMR","216,936,462,190,907,000,000,000"
RSPO3,LGR5,"HPMR,fantom5,IUPHAR",21693646
RSPO3,LGR6,"IUPHAR,fantom5","21727895,22"
RSPO3,LRP6,fantom5,16543246
RSPO3,SDC4,fantom5,21397842
RSPO4,LGR4,"IUPHAR,fantom5,HPMR",21693646
RSPO4,LGR5,"HPMR,fantom5,IUPHAR",21693646
RSPO4,LGR6,"IUPHAR,fantom5","21727895,22"
RTN4,CNTNAP1,"HPRD,fantom5",14592966
RTN4,GJB2,fantom5,
RTN4,LINGO1,"fantom5,HPMR",15694322
RTN4,NGFR,fantom5,
RTN4,RTN4R,"fantom5,HPMR,HPRD","11201742,16"
RTN4,RTN4RL1,fantom5,
RTN4,TNFRSF19,"fantom5,HPMR",15694322
S100A1,TLR4,reactome,
S100A8,TLR4,"reactome,fantom5",17767165
S100A9,TLR4,"reactome,fantom5",17767165
SAA1,ADRA2A,reactome,
SAA1,FPR1,"HPRD,fantom5",10753626
SAA1,FPR2,"IUPHAR,fantom5",9892621
SAA1,GRM7,reactome,
SAA1,MTNR1A,reactome,
SAA1,SCARB1,fantom5,
SCGB1A1,LMBR1L,"HPRD,fantom5",16423471
SCGB1A1,LRP2,"fantom5,HPRD",11278724
SCGB3A1,MARCO,"HPRD,fantom5",12847263
SCGB3A2,MARCO,"HPRD,fantom5",12847263
SCT,ADCYAP1R1,reactome,
SCT,ADRB2,reactome,
SCT,ADRB3,reactome,
SCT,GPR20,reactome,
SCT,GPR84,reactome,
SCT,PTH1R,reactome,
SCT,RAMP2,reactome,
SCT,RAMP3,reactome,
SCT,SCTR,"HPRD,HPMR,fantom5,IUPHAR","77,823,007,612,008,800,000,000,000,000,000,000"
SCT,TSHR,reactome,
SCT,VIPR1,"HPRD,reactome,fantom5",12133828
SCT,VIPR2,fantom5,9437714
SELPLG,ESAM,fantom5,
SELPLG,ITGAM,fantom5,
SELPLG,ITGB2,fantom5,
SELPLG,SELE,"fantom5,HPMR,HPRD","1,140,207,086,217,280,000,000"
SELPLG,SELL,"HPRD,fantom5",10725346
SELPLG,SELP,"HPMR,fantom5,HPRD","912,904,691,282,591,000,000,000,000,000"
SEMA3A,NRP1,"HPRD,fantom5,HPMR","10520994,10934324),15721238,9331348"
SEMA3A,NRP2,fantom5,21059704
SEMA3A,PLXNA1,"fantom5,HPMR",10520994
SEMA3A,PLXNA2,"HPMR,fantom5",10934324
SEMA3A,PLXNA3,fantom5,
SEMA3A,PLXNA4,"fantom5,HPMR",15721238
SEMA3B,NRP1,"HPRD,HPMR,fantom5",10196546
SEMA3B,NRP2,"fantom5,HPRD",10196546
SEMA3C,NRP1,"fantom5,HPRD",9331348
SEMA3C,NRP2,"HPMR,fantom5,HPRD","10196546,93"
SEMA3C,PLXND1,fantom5,15239958
SEMA3D,NRP1,fantom5,15456815
SEMA3E,NRP1,fantom5,
SEMA3E,PLXND1,"fantom5,HPMR",15550623
SEMA3F,NRP1,"fantom5,HPRD",9883722
SEMA3F,NRP2,"HPRD,fantom5,HPMR","15721238,99"
SEMA3F,PLXNA1,fantom5,
SEMA3F,PLXNA3,"HPMR,fantom5",15721238
SEMA3G,NRP2,fantom5,19887479
SEMA4A,PLXND1,"HPRD,fantom5",17318185
SEMA4B,DCBLD2,fantom5,17213806
SEMA4C,PLXNB2,fantom5,21122816
SEMA4D,CD72,"fantom5,HPRD","11114375,13"
SEMA4D,ERBB2,"reactome,fantom5",15210733
SEMA4D,MET,"fantom5,HPMR",12198496
SEMA4D,PLXNB1,"HPRD,HPMR,fantom5","105,209,951,219,849,000,000,000"
SEMA4D,PLXNB2,"HPMR,fantom5",15330859
SEMA4F,NRP2,"fantom5,HPRD",9856463
SEMA4G,PLXNB2,fantom5,21122816
SEMA5A,MET,"HPMR,fantom5",15218527
SEMA5A,PLXNB3,"fantom5,HPMR",15218527
SEMA6A,PLXNA2,fantom5,18327254
SEMA6A,PLXNA4,fantom5,20606624
SEMA6D,KDR,"HPMR,fantom5",14977921
SEMA6D,PLXNA1,"HPRD,HPMR,fantom5",14977921
SEMA6D,TREM2,fantom5,16715077
SEMA6D,TYROBP,fantom5,16715077
SEMA7A,ITGA1,fantom5,7377534
SEMA7A,ITGB1,"fantom5,reactome",7377534
SEMA7A,PLXNC1,"fantom5,HPMR,HPRD",10520995
SERPINA1,LRP1,"HPMR,fantom5,HPRD","8,626,456,151"
SERPINA7,SLC16A2,"fantom5,HPRD",12871948
SERPINC1,GPC1,fantom5,
SERPINC1,LRP1,"HPMR,fantom5","8,626,456,146"
SERPINC1,SDC2,"HPRD,fantom5",1315572
SERPINE1,ITGAV,fantom5,
